Tweet_id,Target,Text,Span,tokens,tags
1659600825474318337,Target: Immigrant-Refugee,أسأل الخليجيين وذانيال الاسباني والسائح البلجيكي فليب سرفاتي الاب الشرعي لكل المغاربة معروفين ومشهوريين عند الخليجيين والهلوندين والاطاليين حتى في اندونيسيا وتركيا بانكوك العرب تعرف هذا التريند عند السعودين #ترحيل_المغربيات_مطلب بوس وركاع وأنتظر أختك ترجع من حقول الفراولة حامل,"الاب الشرعي لكل المغاربة,حقول,بوس وركاع,وأنتظر أختك ترجع من حقول الفراولة حامل,#ترحيل_المغربيات_مطلب","[""\u0623\u0633\u0623\u0644"", ""\u0627\u0644\u062e\u0644\u064a\u062c\u064a\u064a\u0646"", ""\u0648\u0630\u0627\u0646\u064a\u0627\u0644"", ""\u0627\u0644\u0627\u0633\u0628\u0627\u0646\u064a"", ""\u0648\u0627\u0644\u0633\u0627\u0626\u062d"", ""\u0627\u0644\u0628\u0644\u062c\u064a\u0643\u064a"", ""\u0641\u0644\u064a\u0628"", ""\u0633\u0631\u0641\u0627\u062a\u064a"", ""\u0627\u0644\u0627\u0628"", ""\u0627\u0644\u0634\u0631\u0639\u064a"", ""\u0644\u0643\u0644"", ""\u0627\u0644\u0645\u063a\u0627\u0631\u0628\u0629"", ""\u0645\u0639\u0631\u0648\u0641\u064a\u0646"", ""\u0648\u0645\u0634\u0647\u0648\u0631\u064a\u064a\u0646"", ""\u0639\u0646\u062f"", ""\u0627\u0644\u062e\u0644\u064a\u062c\u064a\u064a\u0646"", ""\u0648\u0627\u0644\u0647\u0644\u0648\u0646\u062f\u064a\u0646"", ""\u0648\u0627\u0644\u0627\u0637\u0627\u0644\u064a\u064a\u0646"", ""\u062d\u062a\u0649"", ""\u0641\u064a"", ""\u0627\u0646\u062f\u0648\u0646\u064a\u0633\u064a\u0627"", ""\u0648\u062a\u0631\u0643\u064a\u0627"", ""\u0628\u0627\u0646\u0643\u0648\u0643"", ""\u0627\u0644\u0639\u0631\u0628"", ""\u062a\u0639\u0631\u0641"", ""\u0647\u0630\u0627"", ""\u0627\u0644\u062a\u0631\u064a\u0646\u062f"", ""\u0639\u0646\u062f"", ""\u0627\u0644\u0633\u0639\u0648\u062f\u064a\u0646"", ""\u062a\u0631\u062d\u064a\u0644_\u0627\u0644\u0645\u063a\u0631\u0628\u064a\u0627\u062a_\u0645\u0637\u0644\u0628"", ""\u0628\u0648\u0633"", ""\u0648\u0631\u0643\u0627\u0639"", ""\u0648\u0623\u0646\u062a\u0638\u0631"", ""\u0623\u062e\u062a\u0643"", ""\u062a\u0631\u062c\u0639"", ""\u0645\u0646"", ""\u062d\u0642\u0648\u0644"", ""\u0627\u0644\u0641\u0631\u0627\u0648\u0644\u0629"", ""\u062d\u0627\u0645\u0644""]","[0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
1659679566913314817,Target: Immigrant-Refugee,اطلب ولي  محمد بن سلمان ب ترحيل البورما والفلسطينيه  واي واحد عليه قضيه نصب ماليه  او مخدرات,ترحيل البورما والفلسطينيه,"[""\u0627\u0637\u0644\u0628"", ""\u0648\u0644\u064a"", ""\u0645\u062d\u0645\u062f"", ""\u0628\u0646"", ""\u0633\u0644\u0645\u0627\u0646"", ""\u0628"", ""\u062a\u0631\u062d\u064a\u0644"", ""\u0627\u0644\u0628\u0648\u0631\u0645\u0627"", ""\u0648\u0627\u0644\u0641\u0644\u0633\u0637\u064a\u0646\u064a\u0647"", ""\u0648\u0627\u064a"", ""\u0648\u0627\u062d\u062f"", ""\u0639\u0644\u064a\u0647"", ""\u0642\u0636\u064a\u0647"", ""\u0646\u0635\u0628"", ""\u0645\u0627\u0644\u064a\u0647"", ""\u0627\u0648"", ""\u0645\u062e\u062f\u0631\u0627\u062a""]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1659882240376033281,Target: Immigrant-Refugee,كل الاحانب صارو غثاا عندنا كلهم كلهم يبغالهم ترحيل على بلادهم ما نبغا نشوف ولا اجنبي عندنا,"كل الاحانب صارو غثاا عندنا,كلهم كلهم يبغالهم ترحيل على بلادهم,ما نبغا نشوف ولا اجنبي عندنا","[""\u0643\u0644"", ""\u0627\u0644\u0627\u062d\u0627\u0646\u0628"", ""\u0635\u0627\u0631\u0648"", ""\u063a\u062b\u0627\u0627"", ""\u0639\u0646\u062f\u0646\u0627"", ""\u0643\u0644\u0647\u0645"", ""\u0643\u0644\u0647\u0645"", ""\u064a\u0628\u063a\u0627\u0644\u0647\u0645"", ""\u062a\u0631\u062d\u064a\u0644"", ""\u0639\u0644\u0649"", ""\u0628\u0644\u0627\u062f\u0647\u0645"", ""\u0645\u0627"", ""\u0646\u0628\u063a\u0627"", ""\u0646\u0634\u0648\u0641"", ""\u0648\u0644\u0627"", ""\u0627\u062c\u0646\u0628\u064a"", ""\u0639\u0646\u062f\u0646\u0627""]","[2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1658165264616247296,Target: Immigrant-Refugee,#ترحيل_زريعة_بوسبير_من_ارض_الشهداء  نريد تطهير بلادنا من نجاستهم,"تطهير بلادنا من نجاستهم,ترحيل_زريعة_بوسبير_من_ارض_الشهداء","[""\u062a\u0631\u062d\u064a\u0644_\u0632\u0631\u064a\u0639\u0629_\u0628\u0648\u0633\u0628\u064a\u0631_\u0645\u0646_\u0627\u0631\u0636_\u0627\u0644\u0634\u0647\u062f\u0627\u0621"", ""\u0646\u0631\u064a\u062f"", ""\u062a\u0637\u0647\u064a\u0631"", ""\u0628\u0644\u0627\u062f\u0646\u0627"", ""\u0645\u0646"", ""\u0646\u062c\u0627\u0633\u062a\u0647\u0645""]","[5, 0, 5, 5, 5, 5]"
1659306931570323463,Target: Immigrant-Refugee,"عطاهم العلم الصحيح


بدون مجاملة دبلوماسيه
ولا لغة الخشب

#ترحيل_المغربيات_مطلب 
#ترحيل_المغربيات_مطلب2","#ترحيل_المغربيات_مطلب,#ترحيل_المغربيات_مطلب2","[""\u0639\u0637\u0627\u0647\u0645"", ""\u0627\u0644\u0639\u0644\u0645"", ""\u0627\u0644\u0635\u062d\u064a\u062d"", ""\u0628\u062f\u0648\u0646"", ""\u0645\u062c\u0627\u0645\u0644\u0629"", ""\u062f\u0628\u0644\u0648\u0645\u0627\u0633\u064a\u0647"", ""\u0648\u0644\u0627"", ""\u0644\u063a\u0629"", ""\u0627\u0644\u062e\u0634\u0628"", ""\u062a\u0631\u062d\u064a\u0644_\u0627\u0644\u0645\u063a\u0631\u0628\u064a\u0627\u062a_\u0645\u0637\u0644\u0628"", ""\u062a\u0631\u062d\u064a\u0644_\u0627\u0644\u0645\u063a\u0631\u0628\u064a\u0627\u062a_\u0645\u0637\u0644\u06282""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1658208913248907264,Target: Immigrant-Refugee,"80% السوريين اللى فى مصر محتاجين يتربو فى القسم و يترحلو على بلدهم
و ال20% تترفع عليهم الإقامات ل 3000دولار فى السنة و اللى مش عاجبة سوريا بلده اولى بيه 
#ارجع_يا_سوري_ابنى_بلدك 
#ترحيل_السوريين","80% السوريين اللى فى مصر محتاجين يتربو فى القسم و يترحلو على بلدهم,ال20% تترفع عليهم الإقامات ل 3000دولار فى السنة,اللى مش عاجبة سوريا بلده اولى بيه,ارجع_يا_سوري_ابنى_بلدك,ترحيل_السوريين","[""80"", ""\u0627\u0644\u0633\u0648\u0631\u064a\u064a\u0646"", ""\u0627\u0644\u0644\u0649"", ""\u0641\u0649"", ""\u0645\u0635\u0631"", ""\u0645\u062d\u062a\u0627\u062c\u064a\u0646"", ""\u064a\u062a\u0631\u0628\u0648"", ""\u0641\u0649"", ""\u0627\u0644\u0642\u0633\u0645"", ""\u0648"", ""\u064a\u062a\u0631\u062d\u0644\u0648"", ""\u0639\u0644\u0649"", ""\u0628\u0644\u062f\u0647\u0645"", ""\u0648"", ""\u0627\u064420"", ""\u062a\u062a\u0631\u0641\u0639"", ""\u0639\u0644\u064a\u0647\u0645"", ""\u0627\u0644\u0625\u0642\u0627\u0645\u0627\u062a"", ""\u0644"", ""3000\u062f\u0648\u0644\u0627\u0631"", ""\u0641\u0649"", ""\u0627\u0644\u0633\u0646\u0629"", ""\u0648"", ""\u0627\u0644\u0644\u0649"", ""\u0645\u0634"", ""\u0639\u0627\u062c\u0628\u0629"", ""\u0633\u0648\u0631\u064a\u0627"", ""\u0628\u0644\u062f\u0647"", ""\u0627\u0648\u0644\u0649"", ""\u0628\u064a\u0647"", ""\u0627\u0631\u062c\u0639_\u064a\u0627_\u0633\u0648\u0631\u064a_\u0627\u0628\u0646\u0649_\u0628\u0644\u062f\u0643"", ""\u062a\u0631\u062d\u064a\u0644_\u0627\u0644\u0633\u0648\u0631\u064a\u064a\u0646""]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1659631921217847323,Target: Immigrant-Refugee,نتمنى ترحيل السوريين في اقرب وقت لكي يبني وطنة لان ثورتهم كانت كلها سربته اشعلها الاخونج وركبوها وتاجروا بها,"نتمنى ترحيل السوريين في اقرب وقت,ثورتهم كانت كلها سربته اشعلها الاخونج وركبوها وتاجروا بها","[""\u0646\u062a\u0645\u0646\u0649"", ""\u062a\u0631\u062d\u064a\u0644"", ""\u0627\u0644\u0633\u0648\u0631\u064a\u064a\u0646"", ""\u0641\u064a"", ""\u0627\u0642\u0631\u0628"", ""\u0648\u0642\u062a"", ""\u0644\u0643\u064a"", ""\u064a\u0628\u0646\u064a"", ""\u0648\u0637\u0646\u0629"", ""\u0644\u0627\u0646"", ""\u062b\u0648\u0631\u062a\u0647\u0645"", ""\u0643\u0627\u0646\u062a"", ""\u0643\u0644\u0647\u0627"", ""\u0633\u0631\u0628\u062a\u0647"", ""\u0627\u0634\u0639\u0644\u0647\u0627"", ""\u0627\u0644\u0627\u062e\u0648\u0646\u062c"", ""\u0648\u0631\u0643\u0628\u0648\u0647\u0627"", ""\u0648\u062a\u0627\u062c\u0631\u0648\u0627"", ""\u0628\u0647\u0627""]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
1658517402454196234,Target: Immigrant-Refugee,ياليت بلدك الديوث العاهر في ربع شرف السعودية وهي تقضي ع هذي الأشكال #ترحيل_المغربيات_مطلب,"الديوث العاهر,هذي الأشكال,ترحيل_المغربيات_مطلب","[""\u064a\u0627\u0644\u064a\u062a"", ""\u0628\u0644\u062f\u0643"", ""\u0627\u0644\u062f\u064a\u0648\u062b"", ""\u0627\u0644\u0639\u0627\u0647\u0631"", ""\u0641\u064a"", ""\u0631\u0628\u0639"", ""\u0634\u0631\u0641"", ""\u0627\u0644\u0633\u0639\u0648\u062f\u064a\u0629"", ""\u0648\u0647\u064a"", ""\u062a\u0642\u0636\u064a"", ""\u0639"", ""\u0647\u0630\u064a"", ""\u0627\u0644\u0623\u0634\u0643\u0627\u0644"", ""\u062a\u0631\u062d\u064a\u0644_\u0627\u0644\u0645\u063a\u0631\u0628\u064a\u0627\u062a_\u0645\u0637\u0644\u0628""]","[0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 5, 5, 1]"
1659628846000291853,Target: Immigrant-Refugee,"بعون الله
بعد القمه العربيه
سيبدأ نهايه ازمه سوريا  والعراق
واليمن ولبنان لانها قضايا متشابكه فيها عامل مشترك مزدوج(تركيا/ايران)
وسوف يتم رأب هذا الصدع
[[[وبعد ثلاث سنوات من الان
سيبدأ ترحيل خليني اقول(الضيوف)من مصر]]]",سيبدأ ترحيل خليني اقول(الضيوف)من مصر,"[""\u0628\u0639\u0648\u0646"", ""\u0627\u0644\u0644\u0647"", ""\u0628\u0639\u062f"", ""\u0627\u0644\u0642\u0645\u0647"", ""\u0627\u0644\u0639\u0631\u0628\u064a\u0647"", ""\u0633\u064a\u0628\u062f\u0623"", ""\u0646\u0647\u0627\u064a\u0647"", ""\u0627\u0632\u0645\u0647"", ""\u0633\u0648\u0631\u064a\u0627"", ""\u0648\u0627\u0644\u0639\u0631\u0627\u0642"", ""\u0648\u0627\u0644\u064a\u0645\u0646"", ""\u0648\u0644\u0628\u0646\u0627\u0646"", ""\u0644\u0627\u0646\u0647\u0627"", ""\u0642\u0636\u0627\u064a\u0627"", ""\u0645\u062a\u0634\u0627\u0628\u0643\u0647"", ""\u0641\u064a\u0647\u0627"", ""\u0639\u0627\u0645\u0644"", ""\u0645\u0634\u062a\u0631\u0643"", ""\u0645\u0632\u062f\u0648\u062c"", ""\u062a\u0631\u0643\u064a\u0627"", ""\u0627\u064a\u0631\u0627\u0646"", ""\u0648\u0633\u0648\u0641"", ""\u064a\u062a\u0645"", ""\u0631\u0623\u0628"", ""\u0647\u0630\u0627"", ""\u0627\u0644\u0635\u062f\u0639"", ""\u0648\u0628\u0639\u062f"", ""\u062b\u0644\u0627\u062b"", ""\u0633\u0646\u0648\u0627\u062a"", ""\u0645\u0646"", ""\u0627\u0644\u0627\u0646"", ""\u0633\u064a\u0628\u062f\u0623"", ""\u062a\u0631\u062d\u064a\u0644"", ""\u062e\u0644\u064a\u0646\u064a"", ""\u0627\u0642\u0648\u0644"", ""\u0627\u0644\u0636\u064a\u0648\u0641"", ""\u0645\u0646"", ""\u0645\u0635\u0631""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
1657657537133461506,Target: Immigrant-Refugee,في الطريق الصحيح الى ان يتم ترحيل هؤلاء الوافدين بعد اتخاذ وتنفيذ عقوبات صارمة تجاههم واحلال العماني ووضع كاميرات مراقبة,"ترحيل هؤلاء الوافدين,وتنفيذ عقوبات صارمة تجاههم","[""\u0641\u064a"", ""\u0627\u0644\u0637\u0631\u064a\u0642"", ""\u0627\u0644\u0635\u062d\u064a\u062d"", ""\u0627\u0644\u0649"", ""\u0627\u0646"", ""\u064a\u062a\u0645"", ""\u062a\u0631\u062d\u064a\u0644"", ""\u0647\u0624\u0644\u0627\u0621"", ""\u0627\u0644\u0648\u0627\u0641\u062f\u064a\u0646"", ""\u0628\u0639\u062f"", ""\u0627\u062a\u062e\u0627\u0630"", ""\u0648\u062a\u0646\u0641\u064a\u0630"", ""\u0639\u0642\u0648\u0628\u0627\u062a"", ""\u0635\u0627\u0631\u0645\u0629"", ""\u062a\u062c\u0627\u0647\u0647\u0645"", ""\u0648\u0627\u062d\u0644\u0627\u0644"", ""\u0627\u0644\u0639\u0645\u0627\u0646\u064a"", ""\u0648\u0648\u0636\u0639"", ""\u0643\u0627\u0645\u064a\u0631\u0627\u062a"", ""\u0645\u0631\u0627\u0642\u0628\u0629""]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
