tweet_id,target,text,span,category
1657912650003620096,Kurdish,"@shemhamfhorash @aIexstrasza_ @xdomerxd @pusholder Gönül isterdi ki Sinan Oğan kazansın ya da c*p hdpkk safında durmasın, %10 kürt oyu toplayayım diye darmaduman oldular. Beter olsunlar, bunların karşısında bırak RTE'yi taş olsa taşa basarım.
https://t.co/3hHhDqODrr","c*p hdpkk,Beter olsunlar","Exclusive/Discriminatory Discourse,Threat of Enmity; War; Attack; Murder; or Harm"
1657956266667560960,Kurdish,@zahide34 @Abdquil ben olsam kürt bölgelere hiç hizmet yapmam nedir bu nankörlük gözünüze dursun haram zıkkım olsun size..,"hiç hizmet yapmam,nankörlük gözünüze dursun haram zıkkım olsun size","Exclusive/Discriminatory Discourse,Swearing; Insult; Defamation; Dehumanization"
1658001316004741120,Kurdish,"Bundan sonra bu Trakya insanının kürt edebiyatını sikerim.
Olum elinizle pkk yı oyladınız lan kahpeler.","kürt edebiyatını sikerim,kahpeler","Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization"
1658009526451286016,Kurdish,@sagin571 @__BURCUVAA_ Senin kardeşin Kürt ve Arap ..benim kardeşim Türk oğlu Türk Sizi denize döken de Türktü..git mahllende Ağla..,Sizi denize döken de Türktü,Threat of Enmity; War; Attack; Murder; or Harm
1658064212923384064,Kurdish,@oylundavran Kürtlerden kastın hdpye oy veren kitle ise Türkiye’yi falan sevmiyorlar gerizekalı Türk sağı ve Türk solunun arasındaki çekişmeden yararlanarak iki taraftan da tavizler koparıp hayalini kurdukları özerk yönetim veya bağımsız Kürt devleti için çalışıyorlar,"Türkiye’yi falan sevmiyorlar,gerizekalı","Exaggeration; Generalization; Attribution; Distortion,Swearing; Insult; Defamation; Dehumanization"
1658214930657452032,Kurdish,"@muratsahin2023 En büyük Atatürkçü demokrasi aşığı
beyni sulanmış #Ayşegülarslan !!
o vatan hainlerine
İstiklal harbinde isyan eden Kürt saidin  torunlarına özgürlük diye bağırıyorsun
Amerika'nın kuyruğunda ülkemden toprak koparmak isteyenlere! Atatürk ve Türk düşmanlarından mı bahsediyorsun?👏",vatan hainlerine,Swearing; Insult; Defamation; Dehumanization
1658284980483629056,Kurdish,@heysisifos @oguzhanturhan_ Siyaset ve devlet  aklı ile Türkiye yüzyılında Kürt ve hüdaparlı kardeşlerimizle beraber kandilde bu fotoğrafın aynısı çektiricez. Liderimiz Oğan olsun biz her zaman hazırız. Ama şuan kandilin 2. aposunu hapisten çıkaracağını söyleyen K.K karşısında bir olmak zorundayız kardeşim. https://t.co/wCfdaJI8qe,kandilin 2. aposunu hapisten çıkaracağını söyleyen K.K karşısında bir olmak zorundayız,Symbolization
1658305640572281088,Kurdish,@Cemiloglu571 @eren_kurt_25 Ulu önder Mustafa Kemal Atatürk dedelerinizin kemikleriyle çok oynadı bu kadar istiyorsan biz de oynarız zevkle Kahrolsun Kürt faşizmi  NE MUTLU TÜRKÜM DİYENE Yaşasın laiklik,"dedelerinizin kemikleriyle çok oynadı,Kahrolsun Kürt faşizmi","Swearing; Insult; Defamation; Dehumanization,Exclusive/Discriminatory Discourse"
1658343884672433920,Kurdish,"@matata574313543 @Meleknaz___ @hesaniko Aynısı söyledim ben de zaten. Dilim kürtçe diye artistlik taslamana ithafen yazdım, kendi kürt çevren dışında kürtçe ile iletişim kurma ihtimalin 0 ne yazık ki. Olsun siz de bizim dil diye avutun kendinizi.",artistlik taslamana ithafen yazdım,Swearing; Insult; Defamation; Dehumanization
1658345651271261952,Kurdish,"Hahaha

Yere göğe sığdıramadığınız kürt kardeşlerinize bakın. Atatürkçü olup da eğer bu tabloda hâlâ bunlara sessiz kalıyorsanız size de yazıklar olsun.

Atam yaşasaydı bugün kendi partisi de dahil birçoğunuzu çükünden tavana asardı. https://t.co/4hRmKA8AG8",çükünden tavana asardı,Swearing; Insult; Defamation; Dehumanization
1658466790509359104,Kurdish,@a_brls Ne yapsaydk seloyu çıkarıp millî savunma bakanı doğuda Kürt özerkliği Kürtçe 2.resmi dil olsun o pacavralar Ayyıldız la birlikte dalgalansın mı deseydik benim milletimi kötünün iyisini seçmek zorunda bıraktınız neyi savunuyorsun körü körüne bana değil o taptigin muhalefet e kinln,"Kürt özerkliği Kürtçe 2.resmi dil olsun,pacavralar,bana değil o taptigin muhalefet e kinln","Exclusive/Discriminatory Discourse,Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization"
1658483396816048128,Kurdish,"@aleynaklcdarglu Kemal Kılıçdaroğlu'na oy vermek, Kemal Kılıçdaroğlu ile ABD hükümeti arasında Türkiye'nin doğu ve güneydoğu Kürt bölgelerinin ayrılması ve bağımsız bir Kürt devletinin kurulması için referandum yoluyla varılan anlaşmaya göre Türkiye'yi bölmek demektir.",Türkiye'yi bölmek demektir,Exclusive/Discriminatory Discourse
1658602985386123008,Kurdish,@merthaaland @ekremistpala Ee zaten Kürtler Türk birine oy vermez çoğu irkcidir bize faşist derler ancak çoğu Kürt faşist ve bölücüdur,"çoğu irkcidir,çoğu Kürt faşist ve bölücüdür","Exaggeration; Generalization; Attribution; Distortion,Exaggeration; Generalization; Attribution; Distortion"
1658603760451571968,Kurdish,"@SimonettaVspc Filiz senin Kürt sorununu da seni de, bitmediniz gitti. Bu Kürt sorunu bi senin gibi bir tarafları rahatta olanlara var heralde. Benim yaşadığım ilde hiçbir Kürt'ün sorunu yok, sizin ne sorununuz var merak konusu.","seni de, bitmediniz gitti",Swearing; Insult; Defamation; Dehumanization
1658614350033166080,Kurdish,@srkntnyldz Emekli askerim çeyrek asırdır CHP'ye oy verdim. Kemal Kılıçdaroğlu artık çekilmeli. Türk demek faşistlik Kürt demek özgürlük oldu. Bu CHP'nin hdpkk sevdası yüzünden oldu. %10 için % 30 gitti.,"faşistlik,hdpkk sevdası","Swearing; Insult; Defamation; Dehumanization,Exaggeration; Generalization; Attribution; Distortion"
1658717142722703104,Kurdish,"@enginozkoc Bir Atatürkçü hdp ye destek vermez 
Bir Atatürkçü fetöye destek vermez 
Bir Atatürkçü pkkya destek vermez 
Bir Atatürkçü sözde Ermeni soykırımına destek vermez
Bir Atatürkçü sözde kürdistana destek vermez
Bir Atatürkçü kürt açılımına destek vermez
Verirse zaten Atatürkçü değildir https://t.co/VIvfJ4mFvo",sözde kürdistana,Symbolization
1658766084814650880,Kurdish,@kadertaciri @tayfunaydin02 @ajans_muhbir Yarrağı yemişiz zaten dostum suriyeli yarrağı ola kürt yarrağı ola ne fark ede?,"yarrağı yemişiz zaten,kürt yarrağı ola","Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization"
